# Sim v1 (Up to date)
# 3375 data points written for 58 variables.
# Simulation warnings:
#   Les calculs du corps ne seront peut être pas très précis aux vitesses supersonique.
#   Deploiement du systeme de recuperation à grande vitesse (68,5 m/s):  "Iris Ultra Compact Parachute [Cd 2.2 (16.3 oz) 90.5 in^3]"
#
# Temps (s),Altitude (m),Altitude above sea level (m),Vitesse verticale (m/s),Vitesse totale (m/s),Accélération verticale (m/s²),Accélération totale (m/s²),Position à l'est du lancement (m),Position au nord du lancement (m),Distance latérale (m),Direction latérale (°),Vitesse latérale (m/s),Accélération latérale (m/s²),Latitude (° N),Longitude (° E),Angle d'attaque (°),Taux de roulis (°/s),Taux de tangage (°/s),Taux d'embardée (°/s),Orientation verticale (zénith) (°),Orientation latérale (azimut) (°),Masse (g),Masse du propergol (g),Moment d'inertie longitudinale (kg·m²),Moment d'inertie rotatif (kg·m²),Accélération Gravitationnelle (m/s²),Emplacement du CP (cm),Emplacement du CG (cm),Calibres marge de stabilité (​),Poussée (N),Thrust-to-weight ratio (​),Force de traînée (N),Coefficient de traînée (​),Coefficient de traînée de friction (​),Coefficient de traînée de pression (​),Coefficient de traînée de base (​),Coefficient de trainée axiale (​),Coefficient de force normale (​),Coefficient de moment de tangage (​),Coefficient de moment d'embardée  (​),Coefficient de force latérale  (​),Coefficient de moment de roulis  (​),Coefficient de forçage de roulis (​),Coefficient d'amortissement de roulis (​),Coefficient d'amortissement de tangage (​),Vitesse de vent (m/s),Wind direction (°),Température de l'air (°C),Pression atmosphérique (mbar),Air density (g/cm³),Vitesse du son (m/s),Mach number (​),Nombre de Reynolds (​),Longueur de référence (cm),Surface de référence (cm²),Pas de simulation du temps (s),Temps de calcul (s),Accélération de Coriolis (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
18.46,3776.621,3776.621,80.246,114.997,-12.553,12.822,2105.159,1.281,2105.159,89.965,82.371,2.615,28.61,-80.578,0.096,0.001,-1.992,0.009,43.368,89.931,1.509e4,4663.5,5.474,0.073,9.781,233.924,188.788,3.009,0,0,57.188,0.567,0.378,0.052,0.137,0.567,0.033,0.099,3.28e-4,0,0,0,0,-4.659e-4,2.3,90,-9.548,634.826,8.39e-4,325.513,0.358,1.657e7,15,176.715,0.05,0.414,0.016
18.51,3780.618,3780.618,79.622,114.467,-12.399,12.691,2109.274,1.286,2109.275,89.965,82.238,2.706,28.61,-80.578,0.022,0.001,-1.484,0.025,43.283,89.931,1.509e4,4663.5,5.474,0.073,9.781,234.038,188.788,3.017,0,0,56.592,0.567,0.378,0.052,0.137,0.567,0.008,0.023,-3.232e-4,0,0,0,0,-2.61e-4,2.239,90,-9.574,634.496,8.386e-4,325.497,0.357,1.648e7,15,176.715,0.05,0.415,0.016
18.56,3784.584,3784.584,79.007,113.94,-12.229,12.549,2113.383,1.291,2113.383,89.965,82.1,2.814,28.61,-80.578,0.064,0.001,1.679,-0.003,43.207,89.93,1.509e4,4663.5,5.474,0.073,9.781,233.967,188.788,3.012,0,0,56.021,0.567,0.378,0.052,0.136,0.567,0.022,0.065,2.807e-4,0,0,0,0,3.377e-4,2.201,90,-9.6,634.169,8.383e-4,325.481,0.355,1.64e7,15,176.715,0.05,0.415,0.016
18.61,3788.519,3788.519,78.398,113.417,-12.134,12.463,2117.484,1.296,2117.485,89.965,81.958,2.847,28.61,-80.578,0.103,0.001,2.338,-0.012,43.108,89.93,1.509e4,4663.5,5.474,0.073,9.781,233.899,188.788,3.007,0,0,55.411,0.566,0.378,0.052,0.136,0.566,0.035,0.106,6.366e-5,0,0,0,0,6.612e-4,2.099,90,-9.625,633.845,8.379e-4,325.466,0.353,1.631e7,15,176.715,0.05,0.416,0.016
18.66,3792.423,3792.423,77.793,112.896,-12.053,12.391,2121.579,1.301,2121.579,89.965,81.815,2.874,28.61,-80.578,0.135,0.001,3.295,-0.019,42.968,89.929,1.509e4,4663.5,5.474,0.073,9.781,233.844,188.788,3.004,0,0,54.88,0.566,0.378,0.052,0.136,0.566,0.046,0.137,3.027e-4,0,0,0,0,0.001,2.097,90,-9.651,633.523,8.376e-4,325.451,0.352,1.623e7,15,176.715,0.05,0.416,0.016
18.71,3796.298,3796.298,77.191,112.378,-12.041,12.37,2125.666,1.307,2125.666,89.965,81.672,2.837,28.61,-80.578,0.123,0.001,4.316,-0.029,42.777,89.929,1.509e4,4663.5,5.474,0.073,9.781,233.859,188.788,3.005,0,0,54.366,0.566,0.378,0.052,0.136,0.566,0.042,0.125,3.119e-4,0,0,0,0,0.002,2.115,90,-9.676,633.203,8.372e-4,325.435,0.35,1.615e7,15,176.715,0.05,0.417,0.015
18.76,3800.143,3800.143,76.588,111.863,-12.093,12.4,2129.746,1.312,2129.746,89.965,81.532,2.742,28.61,-80.578,0.07,0.001,5.07,-0.049,42.541,89.928,1.509e4,4663.5,5.474,0.073,9.781,233.941,188.788,3.01,0,0,53.859,0.566,0.378,0.052,0.136,0.566,0.024,0.069,4.107e-4,0,0,0,0,0.003,2.135,90,-9.701,632.886,8.369e-4,325.42,0.349,1.608e7,15,176.715,0.05,0.417,0.015
18.81,3803.957,3803.957,75.981,111.35,-12.189,12.465,2133.819,1.317,2133.819,89.965,81.399,2.607,28.61,-80.578,0.013,0.001,-5.265,-0.18,42.28,89.928,1.509e4,4663.5,5.474,0.073,9.78,234.03,188.788,3.016,0,0,53.338,0.566,0.379,0.052,0.136,0.566,0.004,0.016,-2.419e-4,0,0,0,0,-0.003,2.126,90,-9.726,632.571,8.365e-4,325.405,0.347,1.6e7,15,176.715,0.05,0.418,0.015
18.86,3807.741,3807.741,75.369,110.84,-12.267,12.518,2137.886,1.322,2137.886,89.965,81.271,2.49,28.61,-80.578,0.085,0.001,-4.86,-0.007,42.024,89.929,1.509e4,4663.5,5.474,0.073,9.78,233.91,188.788,3.008,0,0,52.823,0.566,0.379,0.052,0.136,0.566,0.029,0.09,-1.156e-4,0,0,0,0,-0.003,2.116,90,-9.75,632.259,8.362e-4,325.39,0.345,1.592e7,15,176.715,0.05,0.418,0.015
18.91,3811.494,3811.494,74.755,110.333,-12.284,12.522,2141.946,1.327,2141.947,89.964,81.149,2.432,28.61,-80.578,0.116,0.001,-4.041,0.007,41.801,89.929,1.509e4,4663.5,5.474,0.073,9.78,233.856,188.788,3.005,0,0,52.323,0.566,0.379,0.052,0.135,0.566,0.04,0.122,3.972e-6,0,0,0,0,-0.002,2.118,90,-9.775,631.95,8.359e-4,325.375,0.344,1.584e7,15,176.715,0.05,0.419,0.015
18.96,3815.216,3815.216,74.143,109.829,-12.194,12.442,2146.001,1.332,2146.001,89.964,81.026,2.474,28.61,-80.578,0.077,0.001,-3.3,0.019,41.619,89.929,1.509e4,4663.5,5.474,0.073,9.78,233.916,188.788,3.009,0,0,51.886,0.566,0.379,0.052,0.135,0.566,0.026,0.08,4.393e-4,0,0,0,0,-0.001,2.204,90,-9.799,631.643,8.356e-4,325.361,0.343,1.578e7,15,176.715,0.05,0.419,0.015
19.01,3818.908,3818.908,73.536,109.328,-12.096,12.355,2150.049,1.338,2150.049,89.964,80.901,2.519,28.61,-80.578,0.032,0.001,-2.889,0.051,41.465,89.929,1.509e4,4663.5,5.474,0.073,9.78,233.986,188.788,3.013,0,0,51.408,0.566,0.379,0.052,0.135,0.566,0.011,0.034,-2.604e-4,0,0,0,0,-0.001,2.225,90,-9.823,631.338,8.352e-4,325.346,0.341,1.571e7,15,176.715,0.05,0.42,0.015
19.06,3822.57,3822.57,72.933,108.829,-12.005,12.273,2154.091,1.343,2154.091,89.964,80.774,2.555,28.61,-80.578,0.009,0.001,2.791,0.115,41.324,89.929,1.509e4,4663.5,5.474,0.073,9.78,234.018,188.788,3.015,0,0,50.904,0.565,0.379,0.052,0.135,0.565,0.003,0.009,3.256e-4,0,0,0,0,0.001,2.2,90,-9.847,631.036,8.349e-4,325.332,0.34,1.563e7,15,176.715,0.05,0.42,0.015
19.11,3826.202,3826.202,72.336,108.334,-11.909,12.189,2158.126,1.348,2158.127,89.964,80.646,2.596,28.61,-80.578,0.054,0.001,3.014,-4.868e-4,41.18,89.928,1.509e4,4663.5,5.474,0.073,9.78,233.943,188.788,3.01,0,0,50.421,0.565,0.379,0.052,0.135,0.565,0.018,0.054,-2.575e-4,0,0,0,0,0.001,2.196,90,-9.87,630.737,8.346e-4,325.317,0.338,1.555e7,15,176.715,0.05,0.421,0.015
19.16,3829.803,3829.803,71.742,107.841,-11.83,12.117,2162.155,1.353,2162.156,89.964,80.515,2.624,28.61,-80.578,0.089,0.001,3.527,-0.012,41.018,89.928,1.509e4,4663.5,5.474,0.073,9.78,233.883,188.788,3.006,0,0,49.964,0.565,0.379,0.052,0.135,0.565,0.03,0.09,-1.471e-4,0,0,0,0,0.002,2.222,90,-9.894,630.44,8.343e-4,325.303,0.337,1.548e7,15,176.715,0.05,0.421,0.015
19.21,3833.376,3833.376,71.152,107.351,-11.781,12.07,2166.178,1.359,2166.178,89.964,80.384,2.628,28.61,-80.578,0.104,0.001,4.201,-0.018,40.825,89.927,1.509e4,4663.5,5.474,0.073,9.78,233.856,188.788,3.005,0,0,49.533,0.565,0.379,0.052,0.135,0.565,0.036,0.105,-4.474e-4,0,0,0,0,0.002,2.277,90,-9.917,630.145,8.339e-4,325.289,0.335,1.541e7,15,176.715,0.05,0.422,0.015
19.26,3836.919,3836.919,70.564,106.863,-11.767,12.052,2170.194,1.364,2170.194,89.964,80.252,2.603,28.61,-80.578,0.095,0.001,4.929,-0.024,40.596,89.927,1.509e4,4663.5,5.474,0.073,9.78,233.867,188.788,3.005,0,0,49.128,0.565,0.379,0.052,0.135,0.565,0.032,0.095,-1.598e-4,0,0,0,0,0.003,2.363,90,-9.94,629.853,8.336e-4,325.275,0.334,1.535e7,15,176.715,0.05,0.422,0.015
19.31,3840.432,3840.432,69.973,106.378,-11.853,12.111,2174.203,1.369,2174.203,89.964,80.125,2.487,28.61,-80.578,0.016,0.001,5.304,-0.1,40.338,89.927,1.509e4,4663.5,5.474,0.073,9.78,233.99,188.788,3.013,0,0,48.637,0.565,0.379,0.052,0.134,0.565,0.006,0.013,3.232e-4,0,0,0,0,0.004,2.321,90,-9.963,629.563,8.333e-4,325.261,0.332,1.527e7,15,176.715,0.05,0.423,0.015
19.36,3843.916,3843.916,69.378,105.896,-11.934,12.168,2178.206,1.374,2178.207,89.964,80.004,2.376,28.61,-80.578,0.06,0.001,-5.105,-0.015,40.076,89.927,1.509e4,4663.5,5.474,0.073,9.78,233.916,188.788,3.009,0,0,48.154,0.565,0.379,0.052,0.134,0.565,0.021,0.066,4.925e-4,0,0,0,0,-0.004,2.28,90,-9.985,629.276,8.33e-4,325.248,0.331,1.52e7,15,176.715,0.05,0.423,0.015
19.41,3847.37,3847.37,68.781,105.417,-11.949,12.174,2182.203,1.379,2182.204,89.964,79.886,2.327,28.61,-80.578,0.09,0.001,-4.559,-0.002,39.834,89.927,1.509e4,4663.5,5.474,0.073,9.78,233.864,188.788,3.005,0,0,47.722,0.565,0.379,0.052,0.134,0.565,0.031,0.096,3.472e-4,0,0,0,0,-0.003,2.306,90,-10.008,628.991,8.327e-4,325.234,0.33,1.513e7,15,176.715,0.05,0.423,0.015
19.46,3850.794,3850.794,68.184,104.94,-11.929,12.15,2186.195,1.385,2186.195,89.964,79.771,2.306,28.61,-80.578,0.096,0.001,-3.879,0.006,39.623,89.927,1.509e4,4663.5,5.474,0.073,9.78,233.852,188.788,3.004,0,0,47.276,0.565,0.379,0.052,0.134,0.565,0.033,0.101,2.022e-4,0,0,0,0,-0.002,2.304,90,-10.03,628.708,8.324e-4,325.221,0.328,1.506e7,15,176.715,0.05,0.424,0.015
19.51,3854.188,3854.188,67.59,104.466,-11.83,12.062,2190.181,1.39,2190.181,89.964,79.654,2.354,28.61,-80.578,0.045,0.001,-3.374,0.015,39.443,89.927,1.509e4,4663.5,5.474,0.073,9.78,233.931,188.788,3.01,0,0,46.884,0.564,0.379,0.052,0.134,0.564,0.015,0.048,-2.403e-4,0,0,0,0,-0.002,2.374,90,-10.052,628.428,8.321e-4,325.207,0.327,1.499e7,15,176.715,0.05,0.424,0.014
19.56,3857.553,3857.553,67.001,103.995,-11.71,11.958,2194.16,1.395,2194.161,89.964,79.535,2.42,28.61,-80.578,0.022,0.001,3.297,0.018,39.278,89.927,1.509e4,4663.5,5.474,0.073,9.78,233.966,188.788,3.012,0,0,46.504,0.564,0.379,0.052,0.134,0.564,0.007,0.021,-2.226e-4,0,0,0,0,0.002,2.454,90,-10.074,628.151,8.318e-4,325.194,0.326,1.493e7,15,176.715,0.05,0.425,0.014
19.61,3860.889,3860.889,66.418,103.527,-11.635,11.889,2198.134,1.4,2198.134,89.963,79.413,2.445,28.61,-80.577,0.057,0.001,3.564,0.005,39.107,89.926,1.509e4,4663.5,5.474,0.073,9.78,233.906,188.788,3.008,0,0,46.079,0.564,0.379,0.052,0.134,0.564,0.02,0.057,-8.439e-5,0,0,0,0,0.002,2.461,90,-10.096,627.876,8.315e-4,325.181,0.324,1.486e7,15,176.715,0.05,0.425,0.014
19.66,3864.195,3864.195,65.837,103.061,-11.619,11.868,2202.102,1.406,2202.102,89.963,79.291,2.417,28.61,-80.577,0.049,0.001,3.933,0.007,38.919,89.926,1.509e4,4663.5,5.474,0.073,9.78,233.915,188.788,3.008,0,0,45.604,0.564,0.379,0.051,0.134,0.564,0.017,0.049,-4.054e-4,0,0,0,0,0.002,2.389,90,-10.117,627.603,8.312e-4,325.168,0.323,1.479e7,15,176.715,0.05,0.426,0.014
19.71,3867.472,3867.472,65.255,102.599,-11.655,11.888,2206.063,1.411,2206.064,89.963,79.173,2.342,28.61,-80.577,0.003,0.001,4.048,0.226,38.718,89.926,1.509e4,4663.5,5.474,0.073,9.78,233.986,188.788,3.013,0,0,45.076,0.564,0.379,0.051,0.133,0.564,9.966e-4,6.009e-4,-5.586e-5,0,0,0,0,0.002,2.234,90,-10.139,627.333,8.309e-4,325.155,0.321,1.47e7,15,176.715,0.05,0.426,0.014
19.76,3870.72,3870.72,64.673,102.139,-11.62,11.852,2210.019,1.416,2210.019,89.963,79.056,2.335,28.61,-80.577,0.01,0.001,4.096,0.001,38.515,89.925,1.509e4,4663.5,5.474,0.073,9.78,233.972,188.788,3.012,0,0,44.662,0.564,0.379,0.051,0.133,0.564,0.003,0.007,1.786e-4,0,0,0,0,0.002,2.235,90,-10.16,627.065,8.306e-4,325.142,0.319,1.463e7,15,176.715,0.05,0.427,0.014
19.81,3873.94,3873.94,64.092,101.682,-11.624,11.848,2213.969,1.422,2213.969,89.963,78.94,2.292,28.61,-80.577,0.013,0.001,-4.075,-0.019,38.31,89.925,1.509e4,4663.5,5.474,0.073,9.78,233.964,188.788,3.012,0,0,44.192,0.564,0.379,0.051,0.133,0.564,0.004,0.016,-2.204e-5,0,0,0,0,-0.002,2.148,90,-10.181,626.799,8.304e-4,325.129,0.318,1.456e7,15,176.715,0.05,0.427,0.014
19.86,3877.13,3877.13,63.511,101.229,-11.627,11.843,2217.913,1.427,2217.913,89.963,78.826,2.249,28.61,-80.577,0.035,0.001,-3.893,-0.007,38.11,89.925,1.509e4,4663.5,5.474,0.073,9.78,233.924,188.788,3.009,0,0,43.712,0.564,0.379,0.051,0.133,0.564,0.012,0.039,-2.925e-4,0,0,0,0,-0.002,2.039,90,-10.201,626.536,8.301e-4,325.117,0.316,1.448e7,15,176.715,0.05,0.428,0.014
19.91,3880.291,3880.291,62.93,100.778,-11.592,11.806,2221.851,1.432,2221.852,89.963,78.714,2.24,28.61,-80.577,0.028,0.001,-3.668,-0.022,37.921,89.924,1.509e4,4663.5,5.474,0.073,9.78,233.932,188.788,3.01,0,0,43.27,0.564,0.379,0.051,0.133,0.564,0.01,0.032,-4.412e-4,0,0,0,0,-0.002,1.978,90,-10.222,626.276,8.298e-4,325.104,0.315,1.44e7,15,176.715,0.05,0.428,0.014
19.96,3883.423,3883.423,62.352,100.33,-11.526,11.745,2225.784,1.438,2225.785,89.963,78.602,2.256,28.61,-80.577,0.002,0.001,3.521,-0.595,37.741,89.924,1.509e4,4663.5,5.474,0.073,9.78,233.971,188.788,3.012,0,0,42.861,0.564,0.379,0.051,0.133,0.564,7.205e-4,6.571e-5,-5.703e-5,0,0,0,0,0.002,1.958,90,-10.242,626.017,8.295e-4,325.092,0.313,1.433e7,15,176.715,0.05,0.429,0.014
20.01,3886.526,3886.526,61.777,99.885,-11.465,11.687,2229.712,1.443,2229.712,89.963,78.489,2.269,28.61,-80.577,0.03,0.001,3.669,-0.055,37.561,89.924,1.509e4,4663.5,5.474,0.073,9.78,233.923,188.788,3.009,0,0,42.452,0.563,0.379,0.051,0.133,0.563,0.01,0.029,-2.813e-4,0,0,0,0,0.002,1.932,90,-10.262,625.761,8.292e-4,325.08,0.312,1.427e7,15,176.715,0.05,0.429,0.014
20.06,3889.601,3889.601,61.205,99.442,-11.431,11.652,2233.633,1.448,2233.634,89.963,78.376,2.259,28.61,-80.577,0.037,0.001,3.849,-0.044,37.373,89.923,1.509e4,4663.5,5.474,0.073,9.78,233.909,188.788,3.008,0,0,42.019,0.563,0.379,0.051,0.133,0.563,0.013,0.036,8.741e-5,0,0,0,0,0.002,1.863,90,-10.282,625.508,8.29e-4,325.068,0.31,1.419e7,15,176.715,0.05,0.43,0.014
20.11,3892.647,3892.647,60.635,99.003,-11.384,11.606,2237.549,1.454,2237.55,89.963,78.263,2.262,28.61,-80.577,0.056,0.001,4.12,-0.029,37.174,89.923,1.509e4,4663.5,5.474,0.073,9.78,233.876,188.788,3.006,0,0,41.633,0.563,0.379,0.051,0.132,0.563,0.019,0.054,2.369e-4,0,0,0,0,0.003,1.857,90,-10.302,625.256,8.287e-4,325.056,0.309,1.413e7,15,176.715,0.05,0.43,0.014
20.16,3895.664,3895.664,60.066,98.566,-11.372,11.59,2241.459,1.459,2241.46,89.963,78.15,2.237,28.61,-80.577,0.046,0.001,4.434,-0.024,36.96,89.923,1.509e4,4663.5,5.474,0.073,9.78,233.888,188.788,3.007,0,0,41.225,0.563,0.38,0.051,0.132,0.563,0.016,0.044,6.61e-5,0,0,0,0,0.003,1.811,90,-10.322,625.008,8.284e-4,325.044,0.308,1.406e7,15,176.715,0.05,0.43,0.014
20.21,3898.653,3898.653,59.496,98.133,-11.406,11.611,2245.364,1.464,2245.365,89.963,78.04,2.172,28.61,-80.577,1.415e-4,0.001,0,0,36.735,89.923,1.509e4,4663.5,5.474,0.073,9.78,233.959,188.788,3.011,0,0,40.763,0.563,0.38,0.051,0.132,0.563,4.814e-5,6.421e-4,-4.274e-4,0,0,0,0,0,1.678,90,-10.341,624.761,8.282e-4,325.032,0.306,1.398e7,15,176.715,0.05,0.431,0.014
20.26,3901.614,3901.614,58.927,97.702,-11.367,11.573,2249.263,1.47,2249.264,89.963,77.931,2.173,28.61,-80.577,0.013,0.001,4.54,0.028,36.509,89.923,1.509e4,4663.5,5.474,0.073,9.78,233.935,188.788,3.01,0,0,40.421,0.563,0.38,0.051,0.132,0.563,0.005,0.01,-2.646e-4,0,0,0,0,0.003,1.717,90,-10.36,624.517,8.279e-4,325.02,0.305,1.392e7,15,176.715,0.05,0.431,0.014
20.31,3904.546,3904.546,58.36,97.274,-11.323,11.53,2253.157,1.475,2253.158,89.962,77.822,2.179,28.61,-80.577,0.031,0.001,4.649,0.012,36.28,89.923,1.509e4,4663.5,5.474,0.073,9.78,233.905,188.788,3.008,0,0,40.094,0.563,0.38,0.051,0.132,0.563,0.01,0.027,-2.622e-5,0,0,0,0,0.004,1.774,90,-10.38,624.275,8.276e-4,325.009,0.304,1.386e7,15,176.715,0.05,0.432,0.014
20.36,3907.45,3907.45,57.795,96.848,-11.285,11.493,2257.046,1.48,2257.046,89.962,77.713,2.18,28.61,-80.577,0.044,0.001,4.835,6.606e-5,36.043,89.923,1.509e4,4663.5,5.474,0.073,9.78,233.881,188.788,3.006,0,0,39.777,0.563,0.38,0.051,0.132,0.563,0.015,0.041,-4.834e-4,0,0,0,0,0.004,1.837,90,-10.398,624.036,8.274e-4,324.997,0.303,1.381e7,15,176.715,0.05,0.432,0.014
20.41,3910.325,3910.325,57.231,96.425,-11.262,11.469,2260.929,1.486,2260.929,89.962,77.604,2.17,28.61,-80.577,0.045,0.001,5.106,-0.01,35.794,89.922,1.509e4,4663.5,5.474,0.073,9.78,233.877,188.788,3.006,0,0,39.461,0.563,0.38,0.051,0.132,0.563,0.015,0.042,2.61e-4,0,0,0,0,0.004,1.898,90,-10.417,623.798,8.271e-4,324.986,0.301,1.375e7,15,176.715,0.05,0.433,0.013
20.46,3913.173,3913.173,56.667,96.005,-11.326,11.516,2264.806,1.491,2264.807,89.962,77.498,2.088,28.61,-80.577,0.025,0.001,-5.127,7.968e-4,35.537,89.922,1.509e4,4663.5,5.474,0.073,9.78,233.905,188.788,3.008,0,0,39.02,0.563,0.38,0.051,0.132,0.563,0.009,0.031,-4.424e-5,0,0,0,0,-0.004,1.763,90,-10.436,623.564,8.269e-4,324.975,0.3,1.367e7,15,176.715,0.05,0.433,0.013
20.51,3915.992,3915.992,56.1,95.588,-11.332,11.517,2268.678,1.496,2268.679,89.962,77.395,2.054,28.61,-80.577,0.05,0.001,-4.859,-0.006,35.287,89.922,1.509e4,4663.5,5.474,0.073,9.78,233.864,188.788,3.005,0,0,38.651,0.562,0.38,0.051,0.132,0.562,0.017,0.054,-2.118e-4,0,0,0,0,-0.004,1.732,90,-10.454,623.331,8.266e-4,324.964,0.298,1.361e7,15,176.715,0.05,0.433,0.013
20.56,3918.783,3918.783,55.535,95.174,-11.256,11.448,2272.546,1.502,2272.546,89.962,77.291,2.087,28.61,-80.577,0.003,0.001,-4.68,-0.346,35.049,89.922,1.509e4,4663.5,5.474,0.073,9.78,233.937,188.788,3.01,0,0,38.397,0.562,0.38,0.051,0.132,0.562,0.001,0.007,-2.907e-4,0,0,0,0,-0.004,1.867,90,-10.472,623.101,8.264e-4,324.953,0.298,1.356e7,15,176.715,0.05,0.434,0.013
20.61,3921.546,3921.546,54.974,94.762,-11.193,11.39,2276.408,1.507,2276.408,89.962,77.186,2.109,28.61,-80.577,0.032,0.001,4.754,-0.048,34.813,89.921,1.509e4,4663.5,5.474,0.073,9.78,233.889,188.788,3.007,0,0,38.122,0.562,0.38,0.051,0.131,0.562,0.011,0.028,7.778e-5,0,0,0,0,0.004,1.964,90,-10.49,622.873,8.261e-4,324.942,0.297,1.351e7,15,176.715,0.05,0.435,0.013
20.66,3924.28,3924.28,54.415,94.353,-11.153,11.351,2280.264,1.513,2280.265,89.962,77.081,2.112,28.61,-80.577,0.048,0.001,4.957,-0.028,34.571,89.921,1.509e4,4663.5,5.474,0.073,9.78,233.861,188.788,3.005,0,0,37.826,0.562,0.38,0.051,0.131,0.562,0.016,0.045,4.55e-4,0,0,0,0,0.004,2.025,90,-10.508,622.647,8.259e-4,324.931,0.295,1.346e7,15,176.715,0.05,0.435,0.013
20.71,3926.987,3926.987,53.858,93.946,-11.144,11.338,2284.116,1.518,2284.116,89.962,76.975,2.092,28.61,-80.577,0.038,0.001,5.176,-0.017,34.317,89.921,1.509e4,4663.5,5.474,0.073,9.78,233.874,188.788,3.006,0,0,37.503,0.562,0.38,0.051,0.131,0.562,0.013,0.034,-3.669e-4,0,0,0,0,0.005,2.04,90,-10.525,622.424,8.256e-4,324.92,0.294,1.34e7,15,176.715,0.05,0.435,0.013
20.76,3929.666,3929.666,53.301,93.543,-11.156,11.344,2287.962,1.523,2287.962,89.962,76.872,2.056,28.61,-80.577,0.01,0.001,5.278,0.039,34.055,89.921,1.509e4,4663.5,5.474,0.073,9.78,233.917,188.788,3.009,0,0,37.159,0.562,0.38,0.051,0.131,0.562,0.003,0.005,2.292e-4,0,0,0,0,0.005,2.015,90,-10.543,622.203,8.254e-4,324.91,0.293,1.334e7,15,176.715,0.05,0.436,0.013
20.81,3932.317,3932.317,52.743,93.142,-11.146,11.331,2291.803,1.529,2291.803,89.962,76.77,2.039,28.61,-80.577,0.002,0.001,5.263,0.433,33.791,89.921,1.509e4,4663.5,5.474,0.073,9.78,233.927,188.788,3.009,0,0,36.857,0.562,0.38,0.051,0.131,0.562,7.654e-4,-0.002,4.255e-4,0,0,0,0,0.005,2.049,90,-10.56,621.985,8.252e-4,324.9,0.292,1.329e7,15,176.715,0.05,0.436,0.013
20.86,3934.94,3934.94,52.187,92.743,-11.092,11.281,2295.639,1.534,2295.639,89.962,76.667,2.056,28.61,-80.576,0.031,0.001,5.358,0.025,33.526,89.921,1.509e4,4663.5,5.474,0.073,9.78,233.878,188.788,3.006,0,0,36.633,0.562,0.38,0.051,0.131,0.562,0.011,0.027,-3.101e-4,0,0,0,0,0.005,2.195,90,-10.577,621.768,8.249e-4,324.889,0.291,1.325e7,15,176.715,0.05,0.437,0.013
20.91,3937.536,3937.536,51.633,92.348,-11.082,11.268,2299.47,1.54,2299.47,89.962,76.565,2.04,28.61,-80.576,0.024,0.001,5.483,0.04,33.255,89.921,1.509e4,4663.5,5.474,0.073,9.78,233.889,188.788,3.007,0,0,36.348,0.562,0.38,0.051,0.131,0.562,0.008,0.019,-4.425e-4,0,0,0,0,0.005,2.246,90,-10.594,621.554,8.247e-4,324.879,0.29,1.319e7,15,176.715,0.05,0.437,0.013
20.96,3940.104,3940.104,51.078,91.955,-11.109,11.287,2303.295,1.545,2303.296,89.962,76.464,1.995,28.61,-80.576,0.017,0.001,-5.495,0.095,32.979,89.921,1.509e4,4663.5,5.474,0.073,9.78,233.897,188.788,3.007,0,0,36.006,0.562,0.38,0.051,0.131,0.562,0.006,0.023,-1.95e-4,0,0,0,0,-0.005,2.201,90,-10.611,621.342,8.245e-4,324.869,0.289,1.313e7,15,176.715,0.05,0.438,0.013
21.01,3942.644,3942.644,50.521,91.565,-11.177,11.341,2307.116,1.551,2307.116,89.961,76.366,1.917,28.61,-80.576,0.094,0.001,-5.167,0.028,32.711,89.921,1.509e4,4663.5,5.474,0.073,9.78,233.769,188.788,2.999,0,0,35.573,0.562,0.38,0.051,0.131,0.562,0.032,0.102,-3.982e-4,0,0,0,0,-0.005,2.01,90,-10.627,621.133,8.242e-4,324.859,0.287,1.305e7,15,176.715,0.05,0.438,0.013
21.06,3945.156,3945.156,49.962,91.178,-11.173,11.332,2310.932,1.556,2310.932,89.961,76.271,1.892,28.61,-80.576,0.109,0.001,-4.595,0.021,32.467,89.92,1.509e4,4663.5,5.474,0.073,9.78,233.742,188.788,2.997,0,0,35.212,0.562,0.38,0.051,0.131,0.562,0.037,0.115,4.669e-4,0,0,0,0,-0.004,1.923,90,-10.644,620.926,8.24e-4,324.849,0.286,1.299e7,15,176.715,0.05,0.438,0.013
21.11,3947.64,3947.64,49.405,90.794,-11.103,11.266,2314.743,1.562,2314.744,89.961,76.176,1.914,28.61,-80.576,0.066,0.001,-4.164,0.015,32.249,89.92,1.509e4,4663.5,5.474,0.073,9.78,233.81,188.788,3.001,0,0,34.915,0.562,0.38,0.051,0.131,0.562,0.022,0.07,1.165e-4,0,0,0,0,-0.003,1.931,90,-10.66,620.721,8.238e-4,324.839,0.285,1.293e7,15,176.715,0.05,0.439,0.013
21.16,3950.096,3950.096,48.85,90.413,-11.073,11.235,2318.549,1.567,2318.55,89.961,76.081,1.901,28.61,-80.576,0.059,0.001,-3.803,0.007,32.05,89.919,1.509e4,4663.5,5.474,0.073,9.78,233.817,188.788,3.002,0,0,34.511,0.561,0.38,0.051,0.13,0.561,0.02,0.063,-4.674e-4,0,0,0,0,-0.003,1.766,90,-10.676,620.518,8.236e-4,324.829,0.283,1.286e7,15,176.715,0.05,0.439,0.013
